variable_id,value_aud_mil,fiscal_year,is_forward_estimate,source_line_item,notes
rev_total,6446,2017-18,FALSE,Total revenue,
rev_total,6268,2018-19,FALSE,Total revenue,
rev_total,6090,2019-20,TRUE,Total revenue,
rev_total,6192,2020-21,TRUE,Total revenue,
rev_total,6325,2021-22,TRUE,Total revenue,
rev_taxation,618,2017-18,FALSE,Taxation revenue,
rev_taxation,531,2018-19,FALSE,Taxation revenue,
rev_taxation,543,2019-20,TRUE,Taxation revenue,
rev_taxation,570,2020-21,TRUE,Taxation revenue,
rev_taxation,589,2021-22,TRUE,Taxation revenue,
rev_gst,2901,2017-18,FALSE,GST revenue,
rev_gst,2713,2018-19,FALSE,GST revenue,
rev_gst,2811,2019-20,TRUE,GST revenue,
rev_gst,2937,2020-21,TRUE,GST revenue,
rev_gst,3071,2021-22,TRUE,GST revenue,
rev_grants_tied,1097,2017-18,FALSE,Current grants,
rev_grants_tied,929,2018-19,FALSE,Current grants,
rev_grants_tied,895,2019-20,TRUE,Current grants,
rev_grants_tied,886,2020-21,TRUE,Current grants,
rev_grants_tied,870,2021-22,TRUE,Current grants,
rev_sales_goods_svcs,1013,2017-18,FALSE,Sales of goods and services,
rev_sales_goods_svcs,1061,2018-19,FALSE,Sales of goods and services,
rev_sales_goods_svcs,1178,2019-20,TRUE,Sales of goods and services,
rev_sales_goods_svcs,1197,2020-21,TRUE,Sales of goods and services,
rev_sales_goods_svcs,1224,2021-22,TRUE,Sales of goods and services,
rev_interest,108,2017-18,FALSE,Interest income,
rev_interest,73,2018-19,FALSE,Interest income,
rev_interest,78,2019-20,TRUE,Interest income,
rev_interest,81,2020-21,TRUE,Interest income,
rev_interest,83,2021-22,TRUE,Interest income,
rev_dividend,22,2017-18,FALSE,Dividend and income tax equivalent income,
rev_dividend,28,2018-19,FALSE,Dividend and income tax equivalent income,
rev_dividend,36,2019-20,TRUE,Dividend and income tax equivalent income,
rev_dividend,35,2020-21,TRUE,Dividend and income tax equivalent income,
rev_dividend,42,2021-22,TRUE,Dividend and income tax equivalent income,
exp_total,6977,2017-18,FALSE,Total expenses,
exp_total,6866,2018-19,FALSE,Total expenses,
exp_total,6949,2019-20,TRUE,Total expenses,
