variable_id,value_aud_mil,fiscal_year,is_forward_estimate,source_line_item,notes
rev_total,5307.8,2015-16,FALSE,Revenue from Transactions,
rev_total,5573.7,2016-17,FALSE,Revenue from Transactions,
rev_total,5497.3,2017-18,TRUE,Revenue from Transactions,
rev_total,5485.2,2018-19,TRUE,Revenue from Transactions,
rev_total,5585.0,2019-20,TRUE,Revenue from Transactions,
rev_taxation,1027.1,2015-16,FALSE,Taxation,
rev_taxation,1055.6,2016-17,FALSE,Taxation,
rev_taxation,1075.9,2017-18,TRUE,Taxation,
rev_taxation,1106.8,2018-19,TRUE,Taxation,
rev_taxation,1138.7,2019-20,TRUE,Taxation,
rev_gst,3453.3,2015-16,FALSE,Grants,Includes GST and other grants
rev_gst,3634.6,2016-17,FALSE,Grants,Includes GST and other grants
rev_gst,3537.7,2017-18,TRUE,Grants,Includes GST and other grants
rev_gst,3563.5,2018-19,TRUE,Grants,Includes GST and other grants
rev_gst,3639.0,2019-20,TRUE,Grants,Includes GST and other grants
rev_sales_goods_svcs,357.8,2015-16,FALSE,Sales of Goods and Services,
rev_sales_goods_svcs,352.9,2016-17,FALSE,Sales of Goods and Services,
rev_sales_goods_svcs,362.0,2017-18,TRUE,Sales of Goods and Services,
rev_sales_goods_svcs,368.9,2018-19,TRUE,Sales of Goods and Services,
rev_sales_goods_svcs,371.2,2019-20,TRUE,Sales of Goods and Services,
rev_interest,16.7,2015-16,FALSE,Interest Income,
rev_interest,16.5,2016-17,FALSE,Interest Income,
rev_interest,16.1,2017-18,TRUE,Interest Income,
rev_interest,12.8,2018-19,TRUE,Interest Income,
rev_interest,12.9,2019-20,TRUE,Interest Income,
rev_dividend,213.4,2015-16,FALSE,Dividend Tax and Rate Equivalent Income,
rev_dividend,263.8,2016-17,FALSE,Dividend Tax and Rate Equivalent Income,
rev_dividend,261.5,2017-18,TRUE,Dividend Tax and Rate Equivalent Income,
rev_dividend,191.2,2018-19,TRUE,Dividend Tax and Rate Equivalent Income,
rev_dividend,182.2,2019-20,TRUE,Dividend Tax and Rate Equivalent Income,
rev_other,143.4,2015-16,FALSE,Other Revenue,
rev_other,153.8,2016-17,FALSE,Other Revenue,
rev_other,153.1,2017-18,TRUE,Other Revenue,
rev_other,156.3,2018-19,TRUE,Other Revenue,
rev_other,154.4,2019-20,TRUE,Other Revenue,
exp_total,5366.3,2015-16,FALSE,Expenses from Transactions,
exp_total,5496.3,2016-17,FALSE,Expenses from Transactions,
exp_total,5489.4,2017-18,TRUE,Expenses from Transactions,
exp_total,5546.2,2018-19,TRUE,Expenses from Transactions,
exp_total,5566.6,2019-20,TRUE,Expenses from Transactions,
exp_employee,2237.3,2015-16,FALSE,Employee Expenses,
exp_employee,2311.0,2016-17,FALSE,Employee Expenses,
exp_employee,2333.2,2017-18,TRUE,Employee Expenses,
exp_employee,2353.5,2018-19,TRUE,Employee Expenses,
exp_employee,2398.4,2019-20,TRUE,Employee Expenses,
exp_super,261.8,2015-16,FALSE,Superannuation,
exp_super,284.6,2016-17,FALSE,Superannuation,
exp_super,282.2,2017-18,TRUE,Superannuation,
exp_super,274.6,2018-19,TRUE,Superannuation,
exp_super,273.7,2019-20,TRUE,Superannuation,
exp_depreciation,285.3,2015-16,FALSE,Depreciation,
exp_depreciation,264.6,2016-17,FALSE,Depreciation,
exp_depreciation,270.0,2017-18,TRUE,Depreciation,
