variable_id,value_aud_mil,fiscal_year,is_forward_estimate,source_line_item,notes
rev_total,26913,2016-17,FALSE,Revenue,Actual
rev_total,28874,2017-18,FALSE,Revenue,Estimated Actual
rev_total,29572,2018-19,FALSE,Revenue,Budget Estimate
rev_total,30715,2019-20,TRUE,Revenue,Forward Estimate
rev_total,32310,2020-21,TRUE,Revenue,Forward Estimate
rev_total,33187,2021-22,TRUE,Revenue,Forward Estimate
exp_total,29387,2016-17,FALSE,Expenses,Actual
exp_total,30201,2017-18,FALSE,Expenses,Estimated Actual
exp_total,30478,2018-19,FALSE,Expenses,Budget Estimate
exp_total,30875,2019-20,TRUE,Expenses,Forward Estimate
exp_total,31015,2020-21,TRUE,Expenses,Forward Estimate
exp_total,31656,2021-22,TRUE,Expenses,Forward Estimate
net_op_balance,-2474,2016-17,FALSE,Net Operating Balance,Actual
net_op_balance,-1327,2017-18,FALSE,Net Operating Balance,Estimated Actual
net_op_balance,-906,2018-19,FALSE,Net Operating Balance,Budget Estimate
net_op_balance,-160,2019-20,TRUE,Net Operating Balance,Forward Estimate
net_op_balance,1295,2020-21,TRUE,Net Operating Balance,Forward Estimate
net_op_balance,1531,2021-22,TRUE,Net Operating Balance,Forward Estimate
net_debt,18820,2016-17,FALSE,Net Debt,Actual at 30 June
net_debt,22400,2017-18,FALSE,Net Debt,Estimated Actual at 30 June
net_debt,25891,2018-19,FALSE,Net Debt,Budget Estimate at 30 June
net_debt,27534,2019-20,TRUE,Net Debt,Forward Estimate at 30 June
net_debt,26940,2020-21,TRUE,Net Debt,Forward Estimate at 30 June
net_debt,25689,2021-22,TRUE,Net Debt,Forward Estimate at 30 June
capex_pnfa,2341,2016-17,FALSE,Asset Investment Program,Actual
capex_pnfa,2627,2017-18,FALSE,Asset Investment Program,Estimated Actual
capex_pnfa,2830,2018-19,FALSE,Asset Investment Program,Budget Estimate
capex_pnfa,2111,2019-20,TRUE,Asset Investment Program,Forward Estimate
capex_pnfa,1331,2020-21,TRUE,Asset Investment Program,Forward Estimate
capex_pnfa,1270,2021-22,TRUE,Asset Investment Program,Forward Estimate
cash_surplus,-3751,2016-17,FALSE,Cash Surplus/Deficit,Actual
cash_surplus,-2570,2017-18,FALSE,Cash Surplus/Deficit,Estimated Actual
cash_surplus,-2072,2018-19,FALSE,Cash Surplus/Deficit,Budget Estimate
cash_surplus,-760,2019-20,TRUE,Cash Surplus/Deficit,Forward Estimate
cash_surplus,1426,2020-21,TRUE,Cash Surplus/Deficit,Forward Estimate
cash_surplus,1896,2021-22,TRUE,Cash Surplus/Deficit,Forward Estimate
net_worth,110189,2016-17,FALSE,Net Worth,Actual at 30 June
net_worth,107352,2017-18,FALSE,Net Worth,Estimated Actual at 30 June
net_worth,106711,2018-19,FALSE,Net Worth,Budget Estimate at 30 June
net_worth,107914,2019-20,TRUE,Net Worth,Forward Estimate at 30 June
net_worth,110694,2020-21,TRUE,Net Worth,Forward Estimate at 30 June
net_worth,114045,2021-22,TRUE,Net Worth,Forward Estimate at 30 June
cash_surplus,572.0,2020-21,TRUE,Total Public Sector cash surplus,First projected surplus since 2006-07
cash_surplus,798.0,2021-22,TRUE,Total Public Sector cash surplus,
net_lending,594.0,2020-21,TRUE,General Government Sector reduction in net debt,
rev_total,29572.0,2018-19,FALSE,"Total revenue, General Government Sector",
rev_total,30715.0,2019-20,TRUE,"Total revenue, General Government Sector",
rev_total,32310.0,2020-21,TRUE,"Total revenue, General Government Sector",
rev_total,33187.0,2021-22,TRUE,"Total revenue, General Government Sector",
rev_taxation,8853.0,2018-19,FALSE,Taxation revenue,
rev_taxation,9286.0,2019-20,TRUE,Taxation revenue,
rev_taxation,9741.0,2020-21,TRUE,Taxation revenue,
rev_taxation,10189.0,2021-22,TRUE,Taxation revenue,
rev_payroll,3980.0,2018-19,FALSE,Payroll tax,"Derived from Table 1 and narrative, approximate value including policy impacts"
rev_stamp_duty,1560.0,2018-19,FALSE,"Total transfer duty (transfer duty + landholder duty), approximate",
rev_land_tax,803.0,2018-19,FALSE,Land tax,
rev_gambling,325.0,2018-19,FALSE,"Gambling taxes, approximate",
rev_motor_vehicle,475.0,2018-19,FALSE,"Motor vehicle taxes (vehicle licence duty + registrations), approximate",
rev_gst,3255.0,2018-19,FALSE,GST revenue,
rev_gst,4077.0,2019-20,TRUE,GST revenue,
rev_gst,4555.0,2020-21,TRUE,GST revenue,
rev_gst,5136.0,2021-22,TRUE,GST revenue,
rev_grants_tied,4775.0,2018-19,FALSE,"Tied grants 'to' the State",
rev_grants_tied,4652.0,2019-20,TRUE,"Tied grants 'to' the State",
rev_grants_tied,5176.0,2020-21,TRUE,"Tied grants 'to' the State",
rev_grants_tied,4941.0,2021-22,TRUE,"Tied grants 'to' the State",
rev_sales_goods_svcs,2556.0,2018-19,FALSE,Sales of goods and services,
rev_sales_goods_svcs,2657.0,2019-20,TRUE,Sales of goods and services,
rev_sales_goods_svcs,2744.0,2020-21,TRUE,Sales of goods and services,
rev_sales_goods_svcs,2815.0,2021-22,TRUE,Sales of goods and services,
rev_interest,146.0,2018-19,FALSE,Interest income,
rev_interest,152.0,2019-20,TRUE,Interest income,
rev_interest,159.0,2020-21,TRUE,Interest income,
rev_interest,165.0,2021-22,TRUE,Interest income,
rev_dividend,1865.0,2018-19,FALSE,"Revenue from public corporations (includes dividends, tax equivalents)",
rev_dividend,1896.0,2019-20,TRUE,"Revenue from public corporations (includes dividends, tax equivalents)",
rev_dividend,2000.0,2020-21,TRUE,"Revenue from public corporations (includes dividends, tax equivalents)",
rev_dividend,1996.0,2021-22,TRUE,"Revenue from public corporations (includes dividends, tax equivalents)",
rev_other,607.0,2018-19,FALSE,"Other revenue (fines, donations, lease rentals, etc.)",
rev_other,566.0,2019-20,TRUE,"Other revenue (fines, donations, lease rentals, etc.)",
rev_other,516.0,2020-21,TRUE,"Other revenue (fines, donations, lease rentals, etc.)",
rev_other,498.0,2021-22,TRUE,"Other revenue (fines, donations, lease rentals, etc.)",
exp_total,30478.0,2018-19,FALSE,"Total general government expenses (derived from Figure 1, pie chart)",
exp_health,8808.0,2018-19,FALSE,Expenses on health,
exp_education,5091.0,2018-19,FALSE,Expenses on education,
exp_public_order,3027.0,2018-19,FALSE,"Expenses on public order and safety (WA Police Force 1555 + Justice 1472, approximate)",
exp_transport_comms,2553.0,2018-19,FALSE,"Expenses on transport, rail and roads",
capex_infra_program,6248,2018-19,FALSE,"Asset Investment Program (from Figure 1, Asset Investment Program 2018-19)",Total AIP from figure showing breakdown by agency
capex_infra_program,5474,2017-18,FALSE,"Asset Investment Program","Estimated outturn mentioned in text"
rev_total,28874,2017-18,FALSE,Total revenue,
rev_total,29572,2018-19,FALSE,Total revenue,
rev_total,30715,2019-20,TRUE,Total revenue,
