variable_id,value_aud_mil,fiscal_year,is_forward_estimate,source_line_item,notes
rev_total,60602.1,2014-15,FALSE,Total revenue,
rev_total,62518.0,2015-16,TRUE,Total revenue,
rev_total,64346.5,2016-17,TRUE,Total revenue,
rev_total,66865.7,2017-18,TRUE,Total revenue,
rev_taxation,17609.6,2014-15,FALSE,Taxation revenue,
rev_taxation,18396.5,2015-16,TRUE,Taxation revenue,
rev_taxation,19443.1,2016-17,TRUE,Taxation revenue,
rev_taxation,20245.4,2017-18,TRUE,Taxation revenue,
rev_interest,1129.5,2014-15,FALSE,Interest,
rev_interest,1204.0,2015-16,TRUE,Interest,
rev_interest,1242.6,2016-17,TRUE,Interest,
rev_interest,1306.6,2017-18,TRUE,Interest,
rev_dividend,626.9,2014-15,FALSE,Dividends and rate equivalents,
rev_dividend,662.5,2015-16,TRUE,Dividends and rate equivalents,
rev_dividend,694.1,2016-17,TRUE,Dividends and rate equivalents,
rev_dividend,722.7,2017-18,TRUE,Dividends and rate equivalents,
rev_sales_goods_svcs,14001.8,2014-15,FALSE,Sales of goods and services,
rev_sales_goods_svcs,14312.9,2015-16,TRUE,Sales of goods and services,
rev_sales_goods_svcs,14290.3,2016-17,TRUE,Sales of goods and services,
rev_sales_goods_svcs,14599.0,2017-18,TRUE,Sales of goods and services,
rev_other,2509.1,2014-15,FALSE,Other revenue,
rev_other,2506.9,2015-16,TRUE,Other revenue,
rev_other,2545.1,2016-17,TRUE,Other revenue,
rev_other,2568.6,2017-18,TRUE,Other revenue,
exp_total,60609.0,2014-15,FALSE,Total expenses,
exp_total,61125.0,2015-16,TRUE,Total expenses,
exp_total,63102.2,2016-17,TRUE,Total expenses,
exp_total,65479.9,2017-18,TRUE,Total expenses,
exp_employee,19463.7,2014-15,FALSE,Employee expenses,
exp_employee,20454.5,2015-16,TRUE,Employee expenses,
exp_employee,21089.1,2016-17,TRUE,Employee expenses,
exp_employee,21932.5,2017-18,TRUE,Employee expenses,
exp_super,1975.5,2014-15,FALSE,Other superannuation,Excludes superannuation interest expense
exp_super,2011.4,2015-16,TRUE,Other superannuation,Excludes superannuation interest expense
exp_super,2037.2,2016-17,TRUE,Other superannuation,Excludes superannuation interest expense
exp_super,2052.8,2017-18,TRUE,Other superannuation,Excludes superannuation interest expense
exp_depreciation,4518.2,2014-15,FALSE,Depreciation,
exp_depreciation,4734.3,2015-16,TRUE,Depreciation,
exp_depreciation,5047.1,2016-17,TRUE,Depreciation,
exp_depreciation,5305.4,2017-18,TRUE,Depreciation,
exp_interest,2969.9,2014-15,FALSE,Interest expense,
exp_interest,2830.8,2015-16,TRUE,Interest expense,
exp_interest,2803.3,2016-17,TRUE,Interest expense,
exp_interest,2905.1,2017-18,TRUE,Interest expense,
exp_other_operating,25236.7,2014-15,FALSE,Other operating expenses,
exp_other_operating,24490.2,2015-16,TRUE,Other operating expenses,
exp_other_operating,25109.8,2016-17,TRUE,Other operating expenses,
exp_other_operating,25963.9,2017-18,TRUE,Other operating expenses,
net_op_balance,-6.9,2014-15,FALSE,Net result from transactions – net operating balance,
net_op_balance,1393.0,2015-16,TRUE,Net result from transactions – net operating balance,
net_op_balance,1244.4,2016-17,TRUE,Net result from transactions – net operating balance,
net_op_balance,1385.8,2017-18,TRUE,Net result from transactions – net operating balance,
net_cap_investment,3915.0,2014-15,FALSE,Less: net acquisition of non-financial assets from transactions,
net_cap_investment,-2567.7,2015-16,TRUE,Less: net acquisition of non-financial assets from transactions,
net_cap_investment,3596.1,2016-17,TRUE,Less: net acquisition of non-financial assets from transactions,
net_cap_investment,3141.0,2017-18,TRUE,Less: net acquisition of non-financial assets from transactions,
net_lending,-3921.9,2014-15,FALSE,Net lending/(borrowing),
net_lending,3960.7,2015-16,TRUE,Net lending/(borrowing),
net_lending,-2351.7,2016-17,TRUE,Net lending/(borrowing),
net_lending,-1755.1,2017-18,TRUE,Net lending/(borrowing),
cash_surplus,-2323.0,2014-15,FALSE,Cash surplus/(deficit),
cash_surplus,7127.2,2015-16,TRUE,Cash surplus/(deficit),
cash_surplus,0.5,2016-17,TRUE,Cash surplus/(deficit),
cash_surplus,762.5,2017-18,TRUE,Cash surplus/(deficit),
net_debt,16259.3,2014-15,FALSE,Net debt,
net_debt,9459.4,2015-16,TRUE,Net debt,
net_debt,9216.0,2016-17,TRUE,Net debt,
net_debt,8413.8,2017-18,TRUE,Net debt,
net_fin_liabilities,68999.8,2014-15,FALSE,Net financial liabilities,
net_fin_liabilities,63428.8,2015-16,TRUE,Net financial liabilities,
net_fin_liabilities,63924.2,2016-17,TRUE,Net financial liabilities,
net_fin_liabilities,63814.0,2017-18,TRUE,Net financial liabilities,
net_worth,139538.9,2014-15,FALSE,Net worth,
net_worth,148279.3,2015-16,TRUE,Net worth,
net_worth,152981.7,2016-17,TRUE,Net worth,
net_worth,156662.8,2017-18,TRUE,Net worth,
capex_pnfa,8273.1,2014-15,FALSE,Net cash flows from investments in non-financial assets,
capex_pnfa,948.9,2015-16,TRUE,Net cash flows from investments in non-financial assets,
capex_pnfa,7674.8,2016-17,TRUE,Net cash flows from investments in non-financial assets,
capex_pnfa,7370.2,2017-18,TRUE,Net cash flows from investments in non-financial assets,
