variable_id,value_aud_mil,fiscal_year,is_forward_estimate,source_line_item,notes
rev_total,53203.5,2014-15,FALSE,Total revenue,
rev_total,54598.1,2015-16,TRUE,Total revenue,
rev_total,56294.2,2016-17,TRUE,Total revenue,
rev_total,58288.2,2017-18,TRUE,Total revenue,
rev_taxation,17912.5,2014-15,FALSE,Taxation,
rev_taxation,18692.3,2015-16,TRUE,Taxation,
rev_taxation,19662.6,2016-17,TRUE,Taxation,
rev_taxation,20487.6,2017-18,TRUE,Taxation,
rev_dividend,1925.8,2014-15,FALSE,Dividends TER and interest,Comprises dividends income tax and rate equivalent revenue and interest revenue
rev_dividend,1737.5,2015-16,TRUE,Dividends TER and interest,Comprises dividends income tax and rate equivalent revenue and interest revenue
rev_dividend,1738.0,2016-17,TRUE,Dividends TER and interest,Comprises dividends income tax and rate equivalent revenue and interest revenue
rev_dividend,2008.5,2017-18,TRUE,Dividends TER and interest,Comprises dividends income tax and rate equivalent revenue and interest revenue
rev_sales_goods_svcs,6558.5,2014-15,FALSE,Sales of goods and services,
rev_sales_goods_svcs,6841.5,2015-16,TRUE,Sales of goods and services,
rev_sales_goods_svcs,6846.3,2016-17,TRUE,Sales of goods and services,
rev_sales_goods_svcs,6904.2,2017-18,TRUE,Sales of goods and services,
rev_other,2141.7,2014-15,FALSE,Other current revenue,
rev_other,2095.9,2015-16,TRUE,Other current revenue,
rev_other,2183.2,2016-17,TRUE,Other current revenue,
rev_other,2147.5,2017-18,TRUE,Other current revenue,
exp_total,52061.7,2014-15,FALSE,Total expenses,
exp_total,52400.1,2015-16,TRUE,Total expenses,
exp_total,53880.6,2016-17,TRUE,Total expenses,
exp_total,55844.1,2017-18,TRUE,Total expenses,
exp_employee,18504.1,2014-15,FALSE,Employee expenses,
exp_employee,19597.8,2015-16,TRUE,Employee expenses,
exp_employee,20144.0,2016-17,TRUE,Employee expenses,
exp_employee,20955.6,2017-18,TRUE,Employee expenses,
exp_super,2952.6,2014-15,FALSE,Superannuation,Comprises net superannuation interest expense and other superannuation expenses
exp_super,2960.1,2015-16,TRUE,Superannuation,Comprises net superannuation interest expense and other superannuation expenses
exp_super,2960.3,2016-17,TRUE,Superannuation,Comprises net superannuation interest expense and other superannuation expenses
exp_super,2955.7,2017-18,TRUE,Superannuation,Comprises net superannuation interest expense and other superannuation expenses
exp_depreciation,2455.0,2014-15,FALSE,Depreciation,
exp_depreciation,2544.4,2015-16,TRUE,Depreciation,
exp_depreciation,2726.8,2016-17,TRUE,Depreciation,
exp_depreciation,2947.9,2017-18,TRUE,Depreciation,
exp_interest,2115.2,2014-15,FALSE,Interest expense,
exp_interest,2011.5,2015-16,TRUE,Interest expense,
exp_interest,1989.1,2016-17,TRUE,Interest expense,
exp_interest,2041.2,2017-18,TRUE,Interest expense,
exp_other_operating,18007.3,2014-15,FALSE,Other operating expenses,
exp_other_operating,16971.5,2015-16,TRUE,Other operating expenses,
exp_other_operating,17257.1,2016-17,TRUE,Other operating expenses,
exp_other_operating,17915.6,2017-18,TRUE,Other operating expenses,
net_op_balance,1141.8,2014-15,FALSE,Net result from transactions,
net_op_balance,2198.1,2015-16,TRUE,Net result from transactions,
net_op_balance,2413.6,2016-17,TRUE,Net result from transactions,
net_op_balance,2444.1,2017-18,TRUE,Net result from transactions,
