variable_id,value_aud_mil,fiscal_year,is_forward_estimate,source_line_item,notes
rev_total,4341.7,2013-14,FALSE,Total revenue,Actual outcome
rev_total,4445.9,2014-15,FALSE,Total revenue,Budget Review estimate
rev_total,4689.4,2015-16,TRUE,Total revenue,Revised estimate
rev_total,4921.4,2016-17,TRUE,Total revenue,Revised estimate
rev_total,5168.2,2017-18,TRUE,Total revenue,Revised estimate
exp_total,4574.9,2013-14,FALSE,Total expenses,Actual outcome
exp_total,5326.1,2014-15,FALSE,Total expenses,Budget Review estimate - includes asbestos eradication scheme
exp_total,5054.5,2015-16,TRUE,Total expenses,Revised estimate
exp_total,5078.0,2016-17,TRUE,Total expenses,Revised estimate
exp_total,5231.6,2017-18,TRUE,Total expenses,Revised estimate
net_op_balance,-187.8,2013-14,FALSE,HEADLINE NET OPERATING BALANCE,Actual outcome
net_op_balance,-770.5,2014-15,FALSE,HEADLINE NET OPERATING BALANCE,Budget Review estimate - significantly impacted by asbestos eradication scheme
net_op_balance,-249.8,2015-16,TRUE,HEADLINE NET OPERATING BALANCE,Revised estimate
net_op_balance,-22.8,2016-17,TRUE,HEADLINE NET OPERATING BALANCE,Revised estimate
net_op_balance,80.4,2017-18,TRUE,HEADLINE NET OPERATING BALANCE,Revised estimate
cash_surplus,615.5,2013-14,FALSE,Net Cash from Operating Activities,Actual outcome
cash_surplus,-92.3,2014-15,FALSE,Net Cash from Operating Activities,Budget Review estimate
cash_surplus,274.0,2015-16,TRUE,Net Cash from Operating Activities,Revised estimate
cash_surplus,531.3,2016-17,TRUE,Net Cash from Operating Activities,Revised estimate
cash_surplus,619.0,2017-18,TRUE,Net Cash from Operating Activities,Revised estimate
net_debt,312.7,2013-14,FALSE,Net Debt (excluding superannuation),Actual outcome
net_debt,1590.0,2014-15,FALSE,Net Debt (excluding superannuation),Budget Review estimate - includes impact of Commonwealth loan for asbestos scheme
net_debt,2225.0,2015-16,TRUE,Net Debt (excluding superannuation),Revised estimate
net_debt,2296.4,2016-17,TRUE,Net Debt (excluding superannuation),Revised estimate
net_debt,2277.5,2017-18,TRUE,Net Debt (excluding superannuation),Revised estimate
net_fin_liabilities,5559.0,2013-14,FALSE,Net Financial Liabilities,Actual outcome
net_fin_liabilities,4990.0,2014-15,FALSE,Net Financial Liabilities,Budget Review estimate
net_fin_liabilities,5659.9,2015-16,TRUE,Net Financial Liabilities,Revised estimate
net_fin_liabilities,5741.6,2016-17,TRUE,Net Financial Liabilities,Revised estimate
net_fin_liabilities,5730.6,2017-18,TRUE,Net Financial Liabilities,Revised estimate
net_worth,16323.1,2014-15,FALSE,Net Worth,Budget Review estimate from Table 5.1.3
net_worth,16232.1,2015-16,TRUE,Net Worth,Revised estimate from Table 5.1.3
net_worth,16473.9,2016-17,TRUE,Net Worth,Revised estimate from Table 5.1.3
