variable_id,value_aud_mil,fiscal_year,is_forward_estimate,source_line_item,notes
rev_total,6311.3,2020-21,FALSE,Total revenue,Actual
rev_total,6807.2,2021-22,FALSE,Total revenue,Budget Review estimate
rev_total,6775.9,2022-23,TRUE,Total revenue,Revised Estimate
rev_total,6897.5,2023-24,TRUE,Total revenue,Revised Estimate
rev_total,7162.9,2024-25,TRUE,Total revenue,Revised Estimate
exp_total,6808.0,2020-21,FALSE,Total expenses,Actual
exp_total,7792.8,2021-22,FALSE,Total expenses,Budget Review estimate
exp_total,7496.1,2022-23,TRUE,Total expenses,Revised Estimate
exp_total,7556.7,2023-24,TRUE,Total expenses,Revised Estimate
exp_total,7798.6,2024-25,TRUE,Total expenses,Revised Estimate
net_op_balance,-373.2,2020-21,FALSE,Net operating balance,Actual (HNOB)
net_op_balance,-770.2,2021-22,FALSE,Net operating balance,Budget Review estimate (HNOB)
net_op_balance,-490.2,2022-23,TRUE,Net operating balance,Revised Estimate (HNOB)
net_op_balance,-412.8,2023-24,TRUE,Net operating balance,Revised Estimate (HNOB)
net_op_balance,-371.9,2024-25,TRUE,Net operating balance,Revised Estimate (HNOB)
cash_surplus,237.6,2020-21,FALSE,Net cash from operating activities,Actual
cash_surplus,-125.3,2021-22,FALSE,Net cash from operating activities,Budget Review estimate
cash_surplus,-62.0,2022-23,TRUE,Net cash from operating activities,Revised Estimate
cash_surplus,58.1,2023-24,TRUE,Net cash from operating activities,Revised Estimate
cash_surplus,85.6,2024-25,TRUE,Net cash from operating activities,Revised Estimate
net_debt,4354.5,2020-21,FALSE,Net debt (excluding superannuation),Actual
net_debt,5363.6,2021-22,FALSE,Net debt (excluding superannuation),Budget Review estimate
net_debt,6472.6,2022-23,TRUE,Net debt (excluding superannuation),Revised Estimate
net_debt,7776.8,2023-24,TRUE,Net debt (excluding superannuation),Revised Estimate
net_debt,9089.7,2024-25,TRUE,Net debt (excluding superannuation),Revised Estimate
net_fin_liabilities,13339.8,2020-21,FALSE,Net financial liabilities,Actual
net_fin_liabilities,11492.7,2021-22,FALSE,Net financial liabilities,Budget Review estimate
net_fin_liabilities,12360.4,2022-23,TRUE,Net financial liabilities,Revised Estimate
net_fin_liabilities,13576.5,2023-24,TRUE,Net financial liabilities,Revised Estimate
net_fin_liabilities,14677.7,2024-25,TRUE,Net financial liabilities,Revised Estimate
econ_gsp_growth,2.8,2020-21,FALSE,Gross State Product,Actual
econ_gsp_growth,2.5,2021-22,FALSE,Gross State Product,Estimate
econ_gsp_growth,3.25,2022-23,TRUE,Gross State Product,Forecast
econ_gsp_growth,3.0,2023-24,TRUE,Gross State Product,Projection
econ_gsp_growth,3.0,2024-25,TRUE,Gross State Product,Projection
econ_employment,1.7,2020-21,FALSE,Employment growth,Actual
econ_employment,0.25,2021-22,FALSE,Employment growth,Estimate
econ_employment,1.25,2022-23,TRUE,Employment growth,Forecast
econ_employment,1.25,2023-24,TRUE,Employment growth,Projection
econ_employment,1.5,2024-25,TRUE,Employment growth,Projection
econ_wpi,1.7,2020-21,FALSE,Wage Price Index growth,Actual
econ_wpi,2.75,2021-22,FALSE,Wage Price Index growth,Estimate
econ_wpi,3.0,2022-23,TRUE,Wage Price Index growth,Forecast
econ_wpi,3.0,2023-24,TRUE,Wage Price Index growth,Projection
