variable_id,value_aud_mil,fiscal_year,is_forward_estimate,source_line_item,notes
rev_total,63664,2021-22,FALSE,Total Revenue from Transactions,
rev_total,65711,2022-23,TRUE,Total Revenue from Transactions,
rev_total,68408,2023-24,TRUE,Total Revenue from Transactions,
rev_total,70367,2024-25,TRUE,Total Revenue from Transactions,
rev_taxation,17399,2021-22,FALSE,Taxation revenue,
rev_taxation,17397,2022-23,TRUE,Taxation revenue,
rev_taxation,17731,2023-24,TRUE,Taxation revenue,
rev_taxation,18608,2024-25,TRUE,Taxation revenue,
rev_gst,31935,2021-22,FALSE,Grants revenue,Grants revenue includes GST and other Commonwealth grants
rev_gst,33513,2022-23,TRUE,Grants revenue,Grants revenue includes GST and other Commonwealth grants
rev_gst,35344,2023-24,TRUE,Grants revenue,Grants revenue includes GST and other Commonwealth grants
rev_gst,36354,2024-25,TRUE,Grants revenue,Grants revenue includes GST and other Commonwealth grants
rev_sales_goods_svcs,6062,2021-22,FALSE,Sales of goods and services,
rev_sales_goods_svcs,6091,2022-23,TRUE,Sales of goods and services,
rev_sales_goods_svcs,6365,2023-24,TRUE,Sales of goods and services,
rev_sales_goods_svcs,6209,2024-25,TRUE,Sales of goods and services,
rev_interest,2537,2021-22,FALSE,Interest income,
rev_interest,2591,2022-23,TRUE,Interest income,
rev_interest,2622,2023-24,TRUE,Interest income,
rev_interest,2702,2024-25,TRUE,Interest income,
rev_dividend,1142,2021-22,FALSE,Dividend and income tax equivalent income,
rev_dividend,1072,2022-23,TRUE,Dividend and income tax equivalent income,
rev_dividend,962,2023-24,TRUE,Dividend and income tax equivalent income,
rev_dividend,937,2024-25,TRUE,Dividend and income tax equivalent income,
rev_other,4589,2021-22,FALSE,Other revenue,
rev_other,5046,2022-23,TRUE,Other revenue,
rev_other,5383,2023-24,TRUE,Other revenue,
rev_other,5557,2024-25,TRUE,Other revenue,
exp_total,67148,2021-22,FALSE,Total Expenses from Transactions,
exp_total,68151,2022-23,TRUE,Total Expenses from Transactions,
exp_total,69376,2023-24,TRUE,Total Expenses from Transactions,
exp_total,70214,2024-25,TRUE,Total Expenses from Transactions,
exp_employee,27474,2021-22,FALSE,Employee expenses,
exp_employee,28598,2022-23,TRUE,Employee expenses,
exp_employee,29337,2023-24,TRUE,Employee expenses,
exp_employee,30344,2024-25,TRUE,Employee expenses,
exp_super,3529,2021-22,FALSE,Other superannuation expenses,Sum of Superannuation interest cost (373) and Other superannuation expenses (3156)
exp_super,3632,2022-23,TRUE,Other superannuation expenses,Sum of Superannuation interest cost (398) and Other superannuation expenses (3234)
exp_super,3707,2023-24,TRUE,Other superannuation expenses,Sum of Superannuation interest cost (400) and Other superannuation expenses (3307)
exp_super,3748,2024-25,TRUE,Other superannuation expenses,Sum of Superannuation interest cost (393) and Other superannuation expenses (3355)
exp_depreciation,4356,2021-22,FALSE,Depreciation and amortisation,
exp_depreciation,4509,2022-23,TRUE,Depreciation and amortisation,
exp_depreciation,4677,2023-24,TRUE,Depreciation and amortisation,
exp_depreciation,4829,2024-25,TRUE,Depreciation and amortisation,
exp_interest,1667,2021-22,FALSE,Other interest expenses,
exp_interest,1880,2022-23,TRUE,Other interest expenses,
exp_interest,2085,2023-24,TRUE,Other interest expenses,
exp_interest,2241,2024-25,TRUE,Other interest expenses,
exp_other_operating,17963,2021-22,FALSE,Other operating expenses,
exp_other_operating,17273,2022-23,TRUE,Other operating expenses,
exp_other_operating,17614,2023-24,TRUE,Other operating expenses,
exp_other_operating,17576,2024-25,TRUE,Other operating expenses,
exp_current_grants,12160,2021-22,FALSE,Grants expenses,
exp_current_grants,12260,2022-23,TRUE,Grants expenses,
exp_current_grants,11957,2023-24,TRUE,Grants expenses,
exp_current_grants,11476,2024-25,TRUE,Grants expenses,
net_op_balance,-3485,2021-22,FALSE,Net Operating Balance,
net_op_balance,-2440,2022-23,TRUE,Net Operating Balance,
net_op_balance,-968,2023-24,TRUE,Net Operating Balance,
net_op_balance,153,2024-25,TRUE,Net Operating Balance,
capex_pnfa,7800,2021-22,FALSE,Purchases of non-financial assets,
capex_pnfa,7786,2022-23,TRUE,Purchases of non-financial assets,
capex_pnfa,7275,2023-24,TRUE,Purchases of non-financial assets,
capex_pnfa,7041,2024-25,TRUE,Purchases of non-financial assets,
net_cap_investment,4480,2021-22,FALSE,Total Net Acquisition of Non-financial Assets,
net_cap_investment,3939,2022-23,TRUE,Total Net Acquisition of Non-financial Assets,
net_cap_investment,2661,2023-24,TRUE,Total Net Acquisition of Non-financial Assets,
net_cap_investment,2232,2024-25,TRUE,Total Net Acquisition of Non-financial Assets,
net_lending,-7965,2021-22,FALSE,Fiscal Balance,
net_lending,-6379,2022-23,TRUE,Fiscal Balance,
net_lending,-3630,2023-24,TRUE,Fiscal Balance,
net_lending,-2079,2024-25,TRUE,Fiscal Balance,
net_debt,24750,2021-22,FALSE,Net Debt,
net_debt,33326,2022-23,TRUE,Net Debt,
net_debt,39019,2023-24,TRUE,Net Debt,
net_debt,42573,2024-25,TRUE,Net Debt,
net_fin_liabilities,69847,2021-22,FALSE,Net Financial Liabilities,
net_fin_liabilities,76499,2022-23,TRUE,Net Financial Liabilities,
net_fin_liabilities,80503,2023-24,TRUE,Net Financial Liabilities,
net_fin_liabilities,82036,2024-25,TRUE,Net Financial Liabilities,
net_worth,203174,2021-22,FALSE,Net Worth,
net_worth,202763,2022-23,TRUE,Net Worth,
net_worth,203939,2023-24,TRUE,Net Worth,
net_worth,206532,2024-25,TRUE,Net Worth,
