variable_id,value_aud_mil,fiscal_year,is_forward_estimate,source_line_item,notes
rev_total,82079,2023-24,FALSE,Total Revenue from Transactions,
rev_total,82102,2024-25,TRUE,Total Revenue from Transactions,
rev_total,82858,2025-26,TRUE,Total Revenue from Transactions,
rev_total,85591,2026-27,TRUE,Total Revenue from Transactions,
rev_taxation,21938,2023-24,FALSE,Taxation revenue,
rev_taxation,23125,2024-25,TRUE,Taxation revenue,
rev_taxation,24285,2025-26,TRUE,Taxation revenue,
rev_taxation,25387,2026-27,TRUE,Taxation revenue,
rev_gst,39643,2023-24,FALSE,Grants revenue,Grants revenue includes GST
rev_gst,38943,2024-25,TRUE,Grants revenue,Grants revenue includes GST
rev_gst,38937,2025-26,TRUE,Grants revenue,Grants revenue includes GST
rev_gst,40618,2026-27,TRUE,Grants revenue,Grants revenue includes GST
rev_sales_goods_svcs,6921,2023-24,FALSE,Sales of goods and services,
rev_sales_goods_svcs,6969,2024-25,TRUE,Sales of goods and services,
rev_sales_goods_svcs,7054,2025-26,TRUE,Sales of goods and services,
rev_sales_goods_svcs,6871,2026-27,TRUE,Sales of goods and services,
rev_interest,3206,2023-24,FALSE,Interest income,
rev_interest,3173,2024-25,TRUE,Interest income,
rev_interest,3116,2025-26,TRUE,Interest income,
rev_interest,3107,2026-27,TRUE,Interest income,
rev_dividend,1521,2023-24,FALSE,Dividend and income tax equivalent income,
rev_dividend,1884,2024-25,TRUE,Dividend and income tax equivalent income,
rev_dividend,1857,2025-26,TRUE,Dividend and income tax equivalent income,
rev_dividend,1958,2026-27,TRUE,Dividend and income tax equivalent income,
rev_other,8850,2023-24,FALSE,Other revenue,
rev_other,8008,2024-25,TRUE,Other revenue,
rev_other,7609,2025-26,TRUE,Other revenue,
rev_other,7650,2026-27,TRUE,Other revenue,
exp_total,84261,2023-24,FALSE,Total Expenses from Transactions,
exp_total,81967,2024-25,TRUE,Total Expenses from Transactions,
exp_total,82653,2025-26,TRUE,Total Expenses from Transactions,
exp_total,85214,2026-27,TRUE,Total Expenses from Transactions,
exp_employee,32175,2023-24,FALSE,Employee expenses,
exp_employee,32825,2024-25,TRUE,Employee expenses,
exp_employee,33864,2025-26,TRUE,Employee expenses,
exp_employee,34930,2026-27,TRUE,Employee expenses,
exp_super,4909,2023-24,FALSE,Superannuation expenses,Sum of superannuation interest cost and other superannuation expenses
exp_super,4967,2024-25,TRUE,Superannuation expenses,Sum of superannuation interest cost and other superannuation expenses
exp_super,5040,2025-26,TRUE,Superannuation expenses,Sum of superannuation interest cost and other superannuation expenses
exp_super,5110,2026-27,TRUE,Superannuation expenses,Sum of superannuation interest cost and other superannuation expenses
exp_depreciation,5039,2023-24,FALSE,Depreciation and amortisation,
exp_depreciation,5242,2024-25,TRUE,Depreciation and amortisation,
exp_depreciation,5443,2025-26,TRUE,Depreciation and amortisation,
exp_depreciation,5672,2026-27,TRUE,Depreciation and amortisation,
exp_interest,1974,2023-24,FALSE,Other interest expenses,
exp_interest,2472,2024-25,TRUE,Other interest expenses,
exp_interest,2984,2025-26,TRUE,Other interest expenses,
exp_interest,3520,2026-27,TRUE,Other interest expenses,
exp_other_operating,22969,2023-24,FALSE,Other operating expenses,
exp_other_operating,21615,2024-25,TRUE,Other operating expenses,
exp_other_operating,21781,2025-26,TRUE,Other operating expenses,
exp_other_operating,22411,2026-27,TRUE,Other operating expenses,
exp_current_grants,17195,2023-24,FALSE,Grants expenses,
exp_current_grants,14845,2024-25,TRUE,Grants expenses,
exp_current_grants,13542,2025-26,TRUE,Grants expenses,
exp_current_grants,13570,2026-27,TRUE,Grants expenses,
net_op_balance,-2182,2023-24,FALSE,Net Operating Balance,
net_op_balance,135,2024-25,TRUE,Net Operating Balance,
net_op_balance,206,2025-26,TRUE,Net Operating Balance,
net_op_balance,377,2026-27,TRUE,Net Operating Balance,
capex_pnfa,9347,2023-24,FALSE,Purchases of non-financial assets,
capex_pnfa,11473,2024-25,TRUE,Purchases of non-financial assets,
capex_pnfa,11417,2025-26,TRUE,Purchases of non-financial assets,
capex_pnfa,11389,2026-27,TRUE,Purchases of non-financial assets,
net_cap_investment,4534,2023-24,FALSE,Total Net Acquisition of Non-financial Assets,
net_cap_investment,7400,2024-25,TRUE,Total Net Acquisition of Non-financial Assets,
net_cap_investment,6183,2025-26,TRUE,Total Net Acquisition of Non-financial Assets,
net_cap_investment,5678,2026-27,TRUE,Total Net Acquisition of Non-financial Assets,
net_lending,-6716,2023-24,FALSE,Fiscal Balance,
net_lending,-7265,2024-25,TRUE,Fiscal Balance,
net_lending,-5977,2025-26,TRUE,Fiscal Balance,
net_lending,-5301,2026-27,TRUE,Fiscal Balance,
net_debt,16190,2023-24,FALSE,Net Debt,
net_debt,28074,2024-25,TRUE,Net Debt,
net_debt,37648,2025-26,TRUE,Net Debt,
net_debt,46934,2026-27,TRUE,Net Debt,
net_fin_liabilities,61953,2023-24,FALSE,Net Financial Liabilities,
net_fin_liabilities,73129,2024-25,TRUE,Net Financial Liabilities,
net_fin_liabilities,81905,2025-26,TRUE,Net Financial Liabilities,
net_fin_liabilities,89603,2026-27,TRUE,Net Financial Liabilities,
net_worth,270774,2023-24,FALSE,Net Worth,
net_worth,273900,2024-25,TRUE,Net Worth,
net_worth,277266,2025-26,TRUE,Net Worth,
net_worth,281080,2026-27,TRUE,Net Worth,
