variable_id,value_aud_mil,fiscal_year,is_forward_estimate,source_line_item,notes
rev_total,60068,2018-19,FALSE,Total Revenue from Transactions,
rev_total,60387,2019-20,FALSE,Total Revenue from Transactions,
rev_total,61729,2020-21,TRUE,Total Revenue from Transactions,
rev_total,63583,2021-22,TRUE,Total Revenue from Transactions,
rev_total,65540,2022-23,TRUE,Total Revenue from Transactions,
rev_taxation,14005,2018-19,FALSE,Taxation revenue,
rev_taxation,15164,2019-20,FALSE,Taxation revenue,
rev_taxation,15777,2020-21,TRUE,Taxation revenue,
rev_taxation,16601,2021-22,TRUE,Taxation revenue,
rev_taxation,17525,2022-23,TRUE,Taxation revenue,
rev_sales_goods_svcs,5869,2018-19,FALSE,Sales of goods and services,
rev_sales_goods_svcs,6004,2019-20,FALSE,Sales of goods and services,
rev_sales_goods_svcs,6190,2020-21,TRUE,Sales of goods and services,
rev_sales_goods_svcs,6307,2021-22,TRUE,Sales of goods and services,
rev_sales_goods_svcs,6389,2022-23,TRUE,Sales of goods and services,
rev_interest,2247,2018-19,FALSE,Interest income,
rev_interest,2141,2019-20,FALSE,Interest income,
rev_interest,2006,2020-21,TRUE,Interest income,
rev_interest,1953,2021-22,TRUE,Interest income,
rev_interest,1958,2022-23,TRUE,Interest income,
rev_dividend,2661,2018-19,FALSE,Dividend and income tax equivalent income,
rev_dividend,2237,2019-20,FALSE,Dividend and income tax equivalent income,
rev_dividend,1653,2020-21,TRUE,Dividend and income tax equivalent income,
rev_dividend,1680,2021-22,TRUE,Dividend and income tax equivalent income,
rev_dividend,1848,2022-23,TRUE,Dividend and income tax equivalent income,
rev_other,6575,2018-19,FALSE,Other revenue,
rev_other,6837,2019-20,FALSE,Other revenue,
rev_other,6257,2020-21,TRUE,Other revenue,
rev_other,6372,2021-22,TRUE,Other revenue,
rev_other,6417,2022-23,TRUE,Other revenue,
exp_total,59226,2018-19,FALSE,Total Expenses from Transactions,
exp_total,60198,2019-20,FALSE,Total Expenses from Transactions,
exp_total,61416,2020-21,TRUE,Total Expenses from Transactions,
exp_total,63101,2021-22,TRUE,Total Expenses from Transactions,
exp_total,64753,2022-23,TRUE,Total Expenses from Transactions,
exp_employee,24096,2018-19,FALSE,Employee expenses,
exp_employee,25396,2019-20,FALSE,Employee expenses,
exp_employee,25728,2020-21,TRUE,Employee expenses,
exp_employee,26709,2021-22,TRUE,Employee expenses,
exp_employee,27724,2022-23,TRUE,Employee expenses,
exp_super,3686,2018-19,FALSE,Other superannuation expenses,"Combined superannuation interest cost (642) and other superannuation expenses (3044)"
exp_super,3609,2019-20,FALSE,Other superannuation expenses,"Combined superannuation interest cost (516) and other superannuation expenses (3093)"
exp_super,3744,2020-21,TRUE,Other superannuation expenses,"Combined superannuation interest cost (542) and other superannuation expenses (3202)"
exp_super,3837,2021-22,TRUE,Other superannuation expenses,"Combined superannuation interest cost (580) and other superannuation expenses (3257)"
exp_super,3916,2022-23,TRUE,Other superannuation expenses,"Combined superannuation interest cost (624) and other superannuation expenses (3292)"
exp_depreciation,3449,2018-19,FALSE,Depreciation and amortisation,
exp_depreciation,3961,2019-20,FALSE,Depreciation and amortisation,
exp_depreciation,4097,2020-21,TRUE,Depreciation and amortisation,
exp_depreciation,4231,2021-22,TRUE,Depreciation and amortisation,
exp_depreciation,4334,2022-23,TRUE,Depreciation and amortisation,
exp_interest,1514,2018-19,FALSE,Other interest expenses,
exp_interest,1688,2019-20,FALSE,Other interest expenses,
exp_interest,1721,2020-21,TRUE,Other interest expenses,
exp_interest,1797,2021-22,TRUE,Other interest expenses,
exp_interest,1848,2022-23,TRUE,Other interest expenses,
exp_other_operating,16791,2018-19,FALSE,Other operating expenses,
exp_other_operating,15790,2019-20,FALSE,Other operating expenses,
exp_other_operating,15907,2020-21,TRUE,Other operating expenses,
