variable_id,value_aud_mil,fiscal_year,is_forward_estimate,source_line_item,notes
rev_taxation,6854,2024-25,FALSE,Taxation revenue,
rev_payroll,1950,2024-25,FALSE,Payroll tax,
rev_stamp_duty,1478,2024-25,FALSE,Conveyances,
rev_land_tax,828,2024-25,FALSE,Land taxes (total),Sum of private and public land tax
rev_gambling,689,2024-25,FALSE,Gambling tax,
rev_motor_vehicle,925,2024-25,FALSE,Motor vehicle taxes,
rev_other_tax,1984,2024-25,FALSE,Other taxation revenue,Calculated residual from taxation components
rev_gst,8939,2024-25,FALSE,GST revenue grants,
rev_grants_tied,8312,2024-25,FALSE,Commonwealth tied grants,Sum of SPP and NP grants from Table B.11
rev_sales_goods_svcs,3462,2024-25,FALSE,Sales of goods and services,
rev_interest,474,2024-25,FALSE,Interest income,
rev_dividend,304,2024-25,FALSE,Dividend and income tax equivalent income,
rev_other,1716,2024-25,FALSE,Other revenue,
rev_total,29061,2024-25,FALSE,Total revenue,
exp_employee,10658,2024-25,FALSE,Employee expenses,
exp_super,1232,2024-25,FALSE,Other superannuation expenses,
exp_depreciation,1629,2024-25,FALSE,Depreciation and amortisation,
exp_interest,1440,2024-25,FALSE,Interest expenses,
exp_other_operating,9188,2024-25,FALSE,Other operating expenses,
exp_current_grants,4416,2024-25,FALSE,Grants,
exp_total,28860,2024-25,FALSE,Total expenses,
net_op_balance,201,2024-25,FALSE,Net operating balance,
capex_pnfa,4508,2024-25,FALSE,Purchases of non-financial assets,
net_lending,-2596,2024-25,FALSE,Net lending / borrowing,
rev_taxation,7024,2025-26,TRUE,Taxation revenue,
rev_payroll,2048,2025-26,TRUE,Payroll tax,
rev_stamp_duty,1478,2025-26,TRUE,Conveyances,
rev_land_tax,851,2025-26,TRUE,Land taxes (total),
rev_gambling,661,2025-26,TRUE,Gambling tax,
rev_motor_vehicle,951,2025-26,TRUE,Motor vehicle taxes,
rev_gst,9438,2025-26,TRUE,GST revenue grants,
rev_grants_tied,8348,2025-26,TRUE,Commonwealth tied grants,
rev_sales_goods_svcs,3559,2025-26,TRUE,Sales of goods and services,
rev_interest,432,2025-26,TRUE,Interest income,
rev_dividend,318,2025-26,TRUE,Dividend and income tax equivalent income,
rev_other,1752,2025-26,TRUE,Other revenue,
rev_total,30423,2025-26,TRUE,Total revenue,
exp_employee,11041,2025-26,TRUE,Employee expenses,
exp_super,1316,2025-26,TRUE,Other superannuation expenses,
exp_depreciation,1694,2025-26,TRUE,Depreciation and amortisation,
exp_interest,1551,2025-26,TRUE,Interest expenses,
exp_other_operating,9927,2025-26,TRUE,Other operating expenses,
exp_current_grants,4171,2025-26,TRUE,Grants,
exp_total,29974,2025-26,TRUE,Total expenses,
net_op_balance,449,2025-26,TRUE,Net operating balance,
capex_pnfa,5494,2025-26,TRUE,Purchases of non-financial assets,
net_lending,-3266,2025-26,TRUE,Net lending / borrowing,
rev_taxation,7279,2026-27,TRUE,Taxation revenue,
rev_payroll,2156,2026-27,TRUE,Payroll tax,
rev_stamp_duty,1532,2026-27,TRUE,Conveyances,
rev_land_tax,876,2026-27,TRUE,Land taxes (total),
rev_gambling,673,2026-27,TRUE,Gambling tax,
rev_motor_vehicle,978,2026-27,TRUE,Motor vehicle taxes,
rev_gst,9643,2026-27,TRUE,GST revenue grants,
rev_grants_tied,8671,2026-27,TRUE,Commonwealth tied grants,
rev_sales_goods_svcs,3690,2026-27,TRUE,Sales of goods and services,
rev_interest,417,2026-27,TRUE,Interest income,
rev_dividend,266,2026-27,TRUE,Dividend and income tax equivalent income,
rev_other,1752,2026-27,TRUE,Other revenue,
rev_total,31453,2026-27,TRUE,Total revenue,
exp_employee,11344,2026-27,TRUE,Employee expenses,
exp_super,1349,2026-27,TRUE,Other superannuation expenses,
exp_depreciation,1797,2026-27,TRUE,Depreciation and amortisation,
exp_interest,1791,2026-27,TRUE,Interest expenses,
exp_other_operating,10097,2026-27,TRUE,Other operating expenses,
exp_current_grants,4179,2026-27,TRUE,Grants,
exp_total,30810,2026-27,TRUE,Total expenses,
net_op_balance,643,2026-27,TRUE,Net operating balance,
capex_pnfa,6010,2026-27,TRUE,Purchases of non-financial assets,
net_lending,-3508,2026-27,TRUE,Net lending / borrowing,
rev_taxation,7553,2027-28,TRUE,Taxation revenue,
rev_payroll,2271,2027-28,TRUE,Payroll tax,
rev_stamp_duty,1589,2027-28,TRUE,Conveyances,
rev_land_tax,901,2027-28,TRUE,Land taxes (total),
rev_gambling,685,2027-28,TRUE,Gambling tax,
rev_motor_vehicle,1004,2027-28,TRUE,Motor vehicle taxes,
rev_gst,9608,2027-28,TRUE,GST revenue grants,
rev_grants_tied,8960,2027-28,TRUE,Commonwealth tied grants,
rev_sales_goods_svcs,3811,2027-28,TRUE,Sales of goods and services,
rev_interest,416,2027-28,TRUE,Interest income,
rev_dividend,253,2027-28,TRUE,Dividend and income tax equivalent income,
rev_other,1759,2027-28,TRUE,Other revenue,
rev_total,32140,2027-28,TRUE,Total revenue,
exp_employee,11690,2027-28,TRUE,Employee expenses,
exp_super,1391,2027-28,TRUE,Other superannuation expenses,
exp_depreciation,1883,2027-28,TRUE,Depreciation and amortisation,
exp_interest,2062,2027-28,TRUE,Interest expenses,
exp_other_operating,10132,2027-28,TRUE,Other operating expenses,
exp_current_grants,4302,2027-28,TRUE,Grants,
exp_total,31688,2027-28,TRUE,Total expenses,
net_op_balance,452,2027-28,TRUE,Net operating balance,
capex_pnfa,6203,2027-28,TRUE,Purchases of non-financial assets,
net_lending,-3805,2027-28,TRUE,Net lending / borrowing,
net_debt,22559,2024-25,FALSE,Net debt,From Table 1.16
net_fin_liabilities,35996,2024-25,FALSE,Net financial liabilities,From Table 1.16
net_worth,61711,2024-25,FALSE,Net worth,From Table 1.16
net_debt,26445,2025-26,TRUE,Net debt,From Table 1.16
net_fin_liabilities,39416,2025-26,TRUE,Net financial liabilities,From Table 1.16
net_worth,62356,2025-26,TRUE,Net worth,From Table 1.16
net_debt,30459,2026-27,TRUE,Net debt,From Table 1.16
net_fin_liabilities,42913,2026-27,TRUE,Net financial liabilities,From Table 1.16
net_worth,63293,2026-27,TRUE,Net worth,From Table 1.16
net_debt,35029,2027-28,TRUE,Net debt,From Table 1.16
net_fin_liabilities,46672,2027-28,TRUE,Net financial liabilities,From Table 1.16
net_worth,64336,2027-28,TRUE,Net worth,From Table 1.16
net_debt,30459,2026-27,TRUE,"Net debt(a)",
net_debt,35029,2027-28,TRUE,"Net debt(a)",
net_fin_liabilities,42913,2026-27,TRUE,"Net financial liabilities",
net_fin_liabilities,46672,2027-28,TRUE,"Net financial liabilities",
net_worth,63293,2026-27,TRUE,"Net worth",
net_worth,64336,2027-28,TRUE,"Net worth",
rev_taxation,6854,2024-25,FALSE,"Taxation revenue",
rev_taxation,7024,2025-26,TRUE,"Taxation revenue",
rev_taxation,7279,2026-27,TRUE,"Taxation revenue",
rev_taxation,7553,2027-28,TRUE,"Taxation revenue",
rev_gst,16251,2024-25,FALSE,"GST revenue",
rev_gst,17338,2025-26,TRUE,"GST revenue",
rev_gst,18049,2026-27,TRUE,"GST revenue",
rev_gst,18347,2027-28,TRUE,"GST revenue",
rev_grants_tied,3462,2024-25,FALSE,"Commonwealth tied grants",
rev_grants_tied,3559,2025-26,TRUE,"Commonwealth tied grants",
rev_grants_tied,3690,2026-27,TRUE,"Commonwealth tied grants",
rev_grants_tied,3811,2027-28,TRUE,"Commonwealth tied grants",
rev_dividend,474,2024-25,FALSE,"Dividend and tax-equivalent income",
rev_dividend,432,2025-26,TRUE,"Dividend and tax-equivalent income",
rev_dividend,417,2026-27,TRUE,"Dividend and tax-equivalent income",
rev_dividend,416,2027-28,TRUE,"Dividend and tax-equivalent income",
rev_interest,304,2024-25,FALSE,"Interest income",
rev_interest,318,2025-26,TRUE,"Interest income",
rev_interest,266,2026-27,TRUE,"Interest income",
rev_interest,253,2027-28,TRUE,"Interest income",
rev_other,1716,2024-25,FALSE,"Other revenue",
rev_other,1752,2025-26,TRUE,"Other revenue",
rev_other,1752,2026-27,TRUE,"Other revenue",
rev_other,1759,2027-28,TRUE,"Other revenue",
rev_total,29061,2024-25,FALSE,"Total revenue",
rev_total,30423,2025-26,TRUE,"Total revenue",
rev_total,31453,2026-27,TRUE,"Total revenue",
rev_total,32140,2027-28,TRUE,"Total revenue",
exp_employee,10658,2024-25,FALSE,"Employee expenses",
exp_employee,11041,2025-26,TRUE,"Employee expenses",
exp_employee,11344,2026-27,TRUE,"Employee expenses",
exp_employee,11690,2027-28,TRUE,"Employee expenses",
exp_interest,297,2024-25,FALSE,"Interest expenses",
exp_interest,274,2025-26,TRUE,"Interest expenses",
exp_interest,252,2026-27,TRUE,"Interest expenses",
exp_interest,227,2027-28,TRUE,"Interest expenses",
exp_depreciation,1232,2024-25,FALSE,"Depreciation",
exp_depreciation,1316,2025-26,TRUE,"Depreciation",
exp_depreciation,1349,2026-27,TRUE,"Depreciation",
exp_depreciation,1391,2027-28,TRUE,"Depreciation",
exp_super,1629,2024-25,FALSE,"Superannuation expenses",
exp_super,1694,2025-26,TRUE,"Superannuation expenses",
exp_super,1797,2026-27,TRUE,"Superannuation expenses",
exp_super,1883,2027-28,TRUE,"Superannuation expenses",
exp_current_grants,1440,2024-25,FALSE,"Current grants and subsidies",
exp_current_grants,1551,2025-26,TRUE,"Current grants and subsidies",
exp_current_grants,1791,2026-27,TRUE,"Current grants and subsidies",
exp_current_grants,2062,2027-28,TRUE,"Current grants and subsidies",
exp_other_operating,9188,2024-25,FALSE,"Other operating expenses",
exp_other_operating,9927,2025-26,TRUE,"Other operating expenses",
exp_other_operating,10097,2026-27,TRUE,"Other operating expenses",
exp_other_operating,10132,2027-28,TRUE,"Other operating expenses",
exp_capital_grants,4416,2024-25,FALSE,"Capital grants",
exp_capital_grants,4171,2025-26,TRUE,"Capital grants",
exp_capital_grants,4179,2026-27,TRUE,"Capital grants",
exp_capital_grants,4302,2027-28,TRUE,"Capital grants",
exp_total,28860,2024-25,FALSE,"Total expenses",
exp_total,29974,2025-26,TRUE,"Total expenses",
exp_total,30810,2026-27,TRUE,"Total expenses",
exp_total,31688,2027-28,TRUE,"Total expenses",
net_op_balance,201,2024-25,FALSE,"Net operating balance",
net_op_balance,449,2025-26,TRUE,"Net operating balance",
net_op_balance,643,2026-27,TRUE,"Net operating balance",
net_op_balance,452,2027-28,TRUE,"Net operating balance",
net_cap_investment,4508,2024-25,FALSE,"Purchases of non-financial assets",
net_cap_investment,5494,2025-26,TRUE,"Purchases of non-financial assets",
net_cap_investment,6010,2026-27,TRUE,"Purchases of non-financial assets",
net_cap_investment,6203,2027-28,TRUE,"Purchases of non-financial assets",
