variable_id,value_aud_mil,fiscal_year,is_forward_estimate,source_line_item,notes
rev_total,24658.3,2022-23,FALSE,Total revenue,
rev_total,26602.9,2023-24,FALSE,Total revenue,
rev_total,27147.0,2024-25,TRUE,Total revenue,
rev_total,28055.5,2025-26,TRUE,Total revenue,
rev_total,29226.4,2026-27,TRUE,Total revenue,
rev_taxation,5611.7,2022-23,FALSE,Taxation revenue,
rev_taxation,5826.7,2023-24,FALSE,Taxation revenue,
rev_taxation,6010.7,2024-25,TRUE,Taxation revenue,
rev_taxation,6232.0,2025-26,TRUE,Taxation revenue,
rev_taxation,6487.8,2026-27,TRUE,Taxation revenue,
rev_payroll,1603.1,2022-23,FALSE,Payroll tax,
rev_payroll,1684.7,2023-24,FALSE,Payroll tax,
rev_payroll,1769.3,2024-25,TRUE,Payroll tax,
rev_payroll,1862.4,2025-26,TRUE,Payroll tax,
rev_payroll,1961.2,2026-27,TRUE,Payroll tax,
rev_stamp_duty,1152.0,2022-23,FALSE,Conveyance duty,
rev_stamp_duty,1092.0,2023-24,FALSE,Conveyance duty,
rev_stamp_duty,1117.0,2024-25,TRUE,Conveyance duty,
rev_stamp_duty,1182.0,2025-26,TRUE,Conveyance duty,
rev_stamp_duty,1251.0,2026-27,TRUE,Conveyance duty,
rev_land_tax,569.0,2022-23,FALSE,"Land tax — private, Land tax — public",Combining private (381) and public (188) land tax
rev_land_tax,706.0,2023-24,FALSE,"Land tax — private, Land tax — public",Combining private (479) and public (227) land tax
rev_land_tax,706.0,2024-25,TRUE,"Land tax — private, Land tax — public",Combining private (479) and public (227) land tax
rev_land_tax,726.0,2025-26,TRUE,"Land tax — private, Land tax — public",Combining private (494) and public (232) land tax
rev_land_tax,747.0,2026-27,TRUE,"Land tax — private, Land tax — public",Combining private (509) and public (238) land tax
rev_gambling,620.8,2022-23,FALSE,Total gambling taxes,
rev_gambling,605.3,2023-24,FALSE,Total gambling taxes,
rev_gambling,611.4,2024-25,TRUE,Total gambling taxes,
rev_gambling,621.6,2025-26,TRUE,Total gambling taxes,
rev_gambling,631.6,2026-27,TRUE,Total gambling taxes,
rev_motor_vehicle,807.6,2022-23,FALSE,Total motor vehicle taxes,
rev_motor_vehicle,841.0,2023-24,FALSE,Total motor vehicle taxes,
rev_motor_vehicle,863.6,2024-25,TRUE,Total motor vehicle taxes,
rev_motor_vehicle,858.9,2025-26,TRUE,Total motor vehicle taxes,
rev_motor_vehicle,877.9,2026-27,TRUE,Total motor vehicle taxes,
rev_other_tax,605.0,2022-23,FALSE,Total insurance taxes (insurance taxes presented separately),Includes insurance taxes (604.8) and ESL on fixed property (182) minus property taxes already counted
rev_other_tax,826.0,2023-24,FALSE,Total insurance taxes and property taxes (net of land tax),Includes insurance (632.8) and property taxes (971.4) minus land tax already counted (706) minus ESL (193) gives approximately 705
rev_other_tax,950.0,2024-25,TRUE,Total insurance taxes and property taxes (net of land tax),
rev_other_tax,1009.0,2025-26,TRUE,Total insurance taxes and property taxes (net of land tax),
rev_other_tax,1048.0,2026-27,TRUE,Total insurance taxes and property taxes (net of land tax),
rev_gst,7702.3,2022-23,FALSE,GST revenue grants,
rev_gst,8788.3,2023-24,FALSE,GST revenue grants,
rev_gst,9023.3,2024-25,TRUE,GST revenue grants,
rev_gst,9161.1,2025-26,TRUE,GST revenue grants,
rev_gst,9052.0,2026-27,TRUE,GST revenue grants,
rev_grants_tied,2799.5,2022-23,FALSE,Ongoing tied grants,
rev_grants_tied,2878.0,2023-24,FALSE,Ongoing tied grants,
rev_grants_tied,2975.1,2024-25,TRUE,Ongoing tied grants,
rev_grants_tied,3129.2,2025-26,TRUE,Ongoing tied grants,
rev_grants_tied,3267.8,2026-27,TRUE,Ongoing tied grants,
rev_grants_untied,577.3,2022-23,FALSE,Other Commonwealth grants,Represents untied grants excluding GST
rev_grants_untied,557.7,2023-24,FALSE,Other Commonwealth grants,
rev_grants_untied,539.5,2024-25,TRUE,Other Commonwealth grants,
rev_grants_untied,545.9,2025-26,TRUE,Other Commonwealth grants,
rev_grants_untied,556.1,2026-27,TRUE,Other Commonwealth grants,
rev_sales_goods_svcs,2997.0,2022-23,FALSE,Sales of goods and services,
rev_sales_goods_svcs,3074.1,2023-24,FALSE,Sales of goods and services,
rev_sales_goods_svcs,3165.9,2024-25,TRUE,Sales of goods and services,
rev_sales_goods_svcs,3288.7,2025-26,TRUE,Sales of goods and services,
rev_sales_goods_svcs,3390.9,2026-27,TRUE,Sales of goods and services,
rev_interest,325.7,2022-23,FALSE,Interest income,
rev_interest,402.8,2023-24,FALSE,Interest income,
rev_interest,338.2,2024-25,TRUE,Interest income,
rev_interest,357.3,2025-26,TRUE,Interest income,
rev_interest,366.8,2026-27,TRUE,Interest income,
rev_dividend,153.2,2022-23,FALSE,Dividend and income tax equivalent income,
rev_dividend,248.5,2023-24,FALSE,Dividend and income tax equivalent income,
rev_dividend,237.5,2024-25,TRUE,Dividend and income tax equivalent income,
rev_dividend,248.2,2025-26,TRUE,Dividend and income tax equivalent income,
rev_dividend,265.6,2026-27,TRUE,Dividend and income tax equivalent income,
rev_other,1618.9,2022-23,FALSE,Other revenue,
rev_other,1646.7,2023-24,FALSE,Other revenue,
rev_other,1683.8,2024-25,TRUE,Other revenue,
rev_other,1747.3,2025-26,TRUE,Other revenue,
rev_other,1789.4,2026-27,TRUE,Other revenue,
