variable_id,value_aud_mil,fiscal_year,is_forward_estimate,source_line_item,notes
rev_total,18342,2016-17,FALSE,Total revenue,
rev_taxation,4459,2016-17,FALSE,Total taxation revenue,
rev_payroll,1155,2016-17,FALSE,Payroll tax,
rev_stamp_duty,972,2016-17,FALSE,Stamp duties on financial and capital transactions,"Includes conveyances"
rev_land_tax,589,2016-17,FALSE,Land taxes,"Includes private and public land tax"
rev_gambling,383,2016-17,FALSE,Taxes on gambling,
rev_motor_vehicle,624,2016-17,FALSE,Motor vehicle taxes,
rev_gst,6085,2016-17,FALSE,GST revenue grants,"Listed as General purpose grants"
rev_grants_tied,2694,2016-17,FALSE,"Commonwealth tied grants","Combination of SPP grants (2830) and NP grants for on-passing (163) minus on-passing amount"
rev_sales_goods_svcs,2464,2016-17,FALSE,Sales of goods and services,
rev_interest,24,2016-17,FALSE,Interest income,
rev_dividend,533,2016-17,FALSE,Dividend and income tax equivalent income,
rev_other,642,2016-17,FALSE,Other revenue,
exp_total,18043,2016-17,FALSE,Total expenses,
exp_employee,7946,2016-17,FALSE,Employee expenses,
exp_super,865,2016-17,FALSE,Other superannuation expenses,
exp_depreciation,916,2016-17,FALSE,Depreciation and amortisation,
exp_interest,226,2016-17,FALSE,Interest expenses,
exp_other_operating,4681,2016-17,FALSE,Other operating expenses,
exp_current_grants,3065,2016-17,FALSE,Grants,
net_op_balance,300,2016-17,FALSE,Net operating balance,
net_lending,-2445,2016-17,FALSE,Net lending / borrowing,
net_debt,6189,2016-17,FALSE,Net debt,
net_fin_liabilities,22524,2016-17,FALSE,Net financial liabilities,
net_worth,39787,2016-17,FALSE,Net worth,
capex_pnfa,4599,2016-17,FALSE,Purchases of non-financial assets,
rev_total,19075,2017-18,TRUE,Total revenue,
rev_taxation,4595,2017-18,TRUE,Total taxation revenue,
rev_payroll,1201,2017-18,TRUE,Payroll tax,
rev_stamp_duty,1006,2017-18,TRUE,Stamp duties on financial and capital transactions,
rev_land_tax,606,2017-18,TRUE,Land taxes,
rev_gambling,401,2017-18,TRUE,Taxes on gambling,
rev_motor_vehicle,640,2017-18,TRUE,Motor vehicle taxes,
rev_gst,6495,2017-18,TRUE,GST revenue grants,
